invested_cash,total_profit,roi,time_held,annualised_roi,mean_return,std_return,annualised_sharpe_ratio
4573678.5,1529.3999999999617,0.03343916718238857,0.1613013698630137,0.2074889449089401,1.9368317603116616,58.888119647609486,0.6283630560083423
