invested_cash,total_profit,roi,time_held,annualised_roi,mean_return,std_return,annualised_sharpe_ratio
2496043.515352002,-4195.306706342927,-0.16807826788834201,0.8328767123287671,-0.2017704534958753,-7.079975159006638,90.08217365268762,-1.5015483086671235
