invested_cash,total_profit,roi,time_held,annualised_roi,mean_return,std_return,annualised_sharpe_ratio
609666.3195086552,15151.89391284939,2.485276523896,0.1613013698630137,16.43850797826003,15.146113411080735,35.36267995090919,8.182809979870903
